"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Apr 23 10:21:07 UTC 2026","Thu Apr 23 10:21:07 UTC 2026","0","tests","test_basket","Test_delete_the_product","","","test_delete_the_book_from_basket",""
